Year,Status,Adult_Mortality,Alcohol,percentage_expenditure,BMI,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Income_composition_of_resources,Schooling,Health_Index,Life_expectancy
2011,Developing,127,9.56,915.3190791,57.7,9.72,94,0.1,6423.291783,723499,0.757,13.5,0.881352472,74.6
2007,Developed,144,10.9,14.3042452,56.6,6.28,99,0.1,1126.31852,381256,0.808,15,0.916707029,75.3
2011,Developing,361,8.06,239.8913921,21,3.38,71,2.5,4299.12889,24218565,0.495,9.4,0.205552424,51
2010,Developing,142,0.01,62.65945432,15.2,3.6,94,0.1,757.6717572,15214912,0.535,8.9,0.602890645,69.9
2003,Developing,132,3.36,70.54185252,47.5,8.49,75,0.1,928.18227,431,0.684,11.8,0.781349081,72.7
2012,Developing,138,0.01,63.80294988,73.8,4.51,77,0.1,451.542462,14951,0.717,14.4,0.550385546,73
2012,Developing,99,0.55,19.15853732,55.5,6.15,99,0.1,294.746728,33333789,0.623,11.6,0.814430715,73.6
2011,Developing,289,3.57,40.45367358,23.7,5.46,86,5.7,692.69989,1596154,0.41,9,0.001396943,57.1
2002,Developed,9,12.5,3979.057728,51.2,1.27,83,0.1,26351.37568,881957,0.847,16.1,0.956185606,78.7
2008,Developing,167,16.99,225.0723618,56.7,6.6,95,0.1,1894.5485,13379,0.835,16.1,0.751171699,74.2
2012,Developing,184,0.01,247.9492284,48.1,5.48,99,0.1,1858.689868,551531,0.505,9.4,0.097340708,68.7
2008,Developing,196,4.94,815.4355995,53.3,5.92,85,1.2,6858.163158,515148,0.691,11.9,0.746952369,69.8
2014,Developing,21,0.01,45.33788677,22.9,2.28,88,0.3,1262.893782,51924182,0.547,9.1,0.424583984,66.4
2010,Developing,349,5.99,547.0386679,35.2,5.64,95,6.2,6346.15624,214866,0.669,12.3,0.113114154,61.1
2006,Developing,91,7.33,1275.689625,58.1,6.18,94,0.1,9484.681227,16319792,0.796,14.9,0.402091225,78.9
2009,Developing,72,8.4,864.94993,63.6,11.17,91,0.1,4773.45436,33628571,0.898,15.9,0.895549129,81
2009,Developing,235,4.61,134.1678932,45.9,5.29,95,0.1,1717.898761,2668289,0.686,13.8,0.036285508,66.9
2011,Developing,152,7.58,1084.999766,52.8,8.9,99,0.1,13167.47289,198686688,0.724,14,0.774612474,74.1
2010,Developing,527,2.71,154.8705998,29.7,1.87,93,13.4,1173.26212,24551,0.464,10.9,0.271194434,51.1
2004,Developing,17,4.54,221.8428,48.9,6.38,97,0.1,2416.588235,326939,0.681,10.9,0.714933587,73
2013,Developed,161,10.37,150.3116884,6.2,5.67,94,0.1,1532.22924,212647,0.814,15.4,0.561709595,74.1
2012,Developed,62,9.05,1162.656768,6.5,11.1,97,0.1,49474.7561,16754962,0.921,18.1,0.576386206,81.1
2004,Developing,148,3.65,16.37920405,46.5,6.22,88,0.3,278.557892,1359647,0.682,12.7,0.089700605,74.4
2005,Developed,65,11.41,1562.520827,55.3,6.37,98,0.1,25324.48666,127658,0.826,13.5,0.680909478,78.7
2008,Developing,74,8.3,8433.936814,63,1.3,92,0.1,46596.33599,33245773,0.897,15.8,0.651185674,87
2014,Developing,184,0.01,0.442802404,43.9,5.84,99,0.1,25.448414,37577,0.69,12.1,0.907005802,69.2
2002,Developing,15,3.73,104.5169157,46.9,6.3,98,0.1,1453.642777,3511,0.67,10.7,0.472341924,73.3
2005,Developing,134,4.26,3.349816965,24.3,4.86,95,0.8,248.13459,474567,0.582,11.2,0.659855696,71.8
2005,Developing,285,1.13,7.106997355,2.5,4.73,7,2.1,61.799977,7982225,0.43,8.5,0.658420361,56.5
2010,Developed,147,10.8,766.4454884,62.7,7.24,94,0.1,6843.263289,7395599,0.77,13.9,0.630688774,73.4
2010,Developing,299,7.58,719.5535161,31.8,7.89,83,6.2,5191.58381,217317,0.604,11.4,0.237260965,63
2005,Developing,242,0.33,96.03725103,19.5,5.35,84,0.7,773.8698713,11251266,0.415,6.4,0.063491012,65
2007,Developing,68,2.33,4.3451016,61.6,7.37,95,0.1,258.637,7181,0.872,15.7,0.873935538,84
2012,Developing,312,0.01,38.73170505,17.1,8.21,96,1.2,265.285651,931971,0.393,10.3,0.078478491,58
2012,Developing,276,8.3,805.3925284,34.6,3.13,82,4.9,9774.18117,1756817,0.669,12.5,0.717274389,63.5
2005,Developing,15,1.57,689.9440223,69.4,6.52,89,0.1,2594.74999,1141,0.694,14.6,0.835238694,72.3
2007,Developed,94,12.57,333.3569124,55.7,9.62,97,0.1,2278.5845,1542964,0.797,15.4,0.572187192,78.7
2011,Developing,14,0.96,7.033980828,73.3,4.6,82,0.1,445.18866,14577,0.712,14.4,0.413987649,72.9
2010,Developed,73,11.36,2267.252192,59.2,7.68,99,0.1,14965.361,56953,0.884,13.7,0.142067525,86
2005,Developing,266,0.24,69.9675435,19.2,4.32,68,0.1,621.93372,611627,0.434,9.7,0.286620551,60
2002,Developing,271,0.9,47.5262138,14.7,5.29,62,0.7,262.2859481,16765117,0.462,8.3,0.952623377,59.3
2012,Developing,113,0.66,555.9260834,56.1,6.14,95,0.1,5564.82566,37565847,0.732,14.4,0.36464774,75.1
2007,Developing,288,7.44,499.730412,47.3,3.19,93,0.1,6771.414797,15484192,0.754,14.7,0.808820063,65.3
2009,Developed,66,10.62,7172.275229,63.4,9.5,92,0.1,42742.99898,216917,0.925,19.1,0.77829083,81.7
2011,Developing,268,7.84,7.896234931,32.5,8.78,82,4.7,56.971392,2215621,0.612,11.5,0.232437701,64.3
2012,Developing,261,0.01,48.09891474,25.6,1.19,8,1.2,415.361958,4181563,0.416,9.6,0.241093524,67
2012,Developing,42,0.01,82.76865922,18.4,12.6,96,8.3,374.51882,169735,0.454,10.7,0.094975076,55.3
2012,Developing,165,0.04,59.65900139,23.2,2.76,72,0.1,1261.28967,177911533,0.529,7.6,0.274324145,65.7
2008,Developed,76,12,8329.731655,54.2,1.6,83,0.1,51386.37665,8321496,0.864,15.1,0.660485947,84
2014,Developing,382,0.01,574.3895102,31.8,9.25,98,7.3,3464.35169,129597,0.541,11.4,0.59554364,58.4
2003,Developing,185,0.01,24.23455671,17.9,2.61,67,0.1,563.594342,1477341,0.465,5.6,0.696896696,63.5
2014,Developing,38,0.01,14.16770158,18.1,7.22,78,3.2,719.172669,38833338,0.483,10,0.833998996,61.5
2014,Developing,242,0.01,751.3982719,34.9,8.93,88,2.2,5421.343953,237992,0.632,11.7,0.537415724,65.9
2005,Developing,138,1.97,97.76637062,16.6,4.6,99,0.1,1259.87591,19373,0.712,12.9,0.880290671,74.2
2009,Developing,37,0.47,4.982900401,16.7,3.31,24,4.4,84.455939,1152786,0.343,6.3,0.610488315,57
2012,Developing,148,7.55,843.1946259,53.6,8.26,95,0.1,12291.46685,256983,0.73,14.2,0.587950417,74.5
2013,Developing,127,0.01,261.2914808,59,6.48,94,0.1,1929.7746,1317997,0.856,16.5,0.651790259,76.9
2011,Developing,155,6.07,748.4451054,29,4.12,99,0.2,5491.159981,675313,0.72,13.3,0.887506813,74.1
2002,Developing,14,0.49,216.7029481,27.9,3.4,94,0.1,4167.364387,24198811,0.723,12,0.870147709,72.9
2002,Developing,146,0.55,39.33253687,43.1,4.47,76,0.1,763.73858,817195,0.651,10.6,0.185798898,67.8
2013,Developing,125,5.38,946.6521165,54.2,5.23,88,0.1,6583.116248,3565716,0.731,13.4,0.189455869,75.3
2008,Developed,224,13.3,1888.149904,59.3,6.61,96,0.1,14961.56818,3198231,0.82,16.5,0.854889059,71.1
2009,Developed,6,10.8,230.2524184,57.3,7.4,99,0.1,3215.8159,19876,0.849,14.1,0.120702167,79.3
2012,Developing,13,1.3,585.8776761,58.3,7.18,97,0.1,4137.55421,1886668,0.717,14.6,0.282135344,74.9
2011,Developing,185,0.08,211.8783404,23.8,2.71,81,0.3,3634.27685,24577511,0.662,12.3,0.969074781,68.3
2002,Developed,72,9.25,2883.334911,56.4,8.23,93,0.1,22196.5736,57597,0.836,15.2,0.456907605,80
2007,Developing,486,8.48,805.490079,45,7.53,82,26.4,6125.39984,48883844.99,0.612,12.9,0.120281261,54.5
2006,Developing,77,9.42,318.5806628,61.2,9.34,98,0.1,2481.15781,112362,0.85,16.3,0.972495346,79.7
2007,Developing,184,2.15,9.290983645,38.7,5.81,96,0.3,83.476942,26868,0.631,11.8,0.628371533,67.8
2002,Developing,67,1.1,3.885394742,14.8,4.82,64,24.7,29.9798977,1213711,0.388,10.4,0.517453862,44
2003,Developing,127,0.54,228.7838108,56.3,9.15,97,0.1,1889.213962,5396774,0.717,13.2,0.605356297,72.3
2014,Developing,171,6.94,1578.872339,46,5.93,92,0.3,19325.24283,1354493,0.778,12.7,0.420236307,71.1
2006,Developing,98,3.28,29.74342979,24.9,4.52,93,0.1,299.229676,13112,0.646,11,0.849758478,74.2
2009,Developed,9,12.03,337.1023516,57.3,1.42,96,0.1,2363.97161,1568247,0.809,16,0.881830863,79.3
2010,Developing,248,1.03,76.60442169,18,4.86,7,0.5,412.739341,2115164,0.503,10.2,0.332468181,63.3
2012,Developed,56,10.55,2159.756205,58.7,7.44,99,0.1,28951.15556,113562,0.85,13.8,0.286702477,80
2004,Developing,723,4.36,0,27.1,7.13,65,33.6,454.366654,12777511,0.407,9.2,0.235249765,44.3
2014,Developing,437,0.01,53.43964323,22.1,4.2,47,4.5,377.132274,4515392,0.345,7.1,0.323356927,58
2013,Developing,162,0.27,80.15505125,18,5.69,92,0.1,688.6172788,2798531,0.545,12.3,0.672972864,69.3
2014,Developing,113,0.41,63.8784522,64.8,7.45,98,0.1,466.94775,88936,0.737,13.1,0.779864578,74
2013,Developed,6,8.68,1475.030397,61,11.4,97,0.1,51574.48942,1684432,0.922,18.1,0.486066251,81.4
2013,Developing,255,8.86,154.8758879,35.2,3.98,79,3.7,9679.742995,1817271,0.678,12.5,0.153933157,64.6
2013,Developing,275,0.01,36.86104319,22.5,6.58,69,1.6,777.659139,16477818,0.421,8,0.751914349,57.3
2010,Developing,211,2.48,385.325164,44.2,1.99,96,0.1,4439.23,58721,0,10.6,0.846427811,65.8
2013,Developing,18,6.56,629.2018591,49.3,5.79,95,0.2,4688.538443,344181,0.706,12.9,0.997851937,69.8
2009,Developing,566,2.75,104.3144732,29.2,9.8,91,18.2,923.136931,21929,0.453,10.8,0.870829504,49.4
2013,Developing,135,0.01,52.82986467,17,2.88,96,0.1,951.8894535,157571292,0.565,10,0.860635288,71
2004,Developing,314,0.58,158.001946,4.4,8.39,62,1.5,637.3616215,6161517,0.439,7.6,0.908399951,59.9
2014,Developing,133,3.83,427.3054534,53.5,5.36,92,0.5,4855.743789,286287,0.727,12.8,0.6321764,75.8
2004,Developing,14,0.45,220.393699,47.9,3.54,86,0.1,2598.9823,3283196,0.673,11.7,0.901131843,72.3
2004,Developing,293,0.02,15.29606643,13.8,8.79,5,0.1,219.1413528,24118979,0.381,6.8,0.084611834,57
2003,Developing,613,1.08,4.375316094,15.2,6.35,84,24.2,26.152517,12336687,0.362,10.3,0.531085189,44.6
2011,Developing,47,0.94,40.80617976,2.9,6.23,76,9.6,526.5313517,249395,0.397,9.5,0.83812587,54.3
2007,Developing,12,0.6,373.2628643,59.3,8.35,98,0.1,2762.86354,6193191,0.736,13.6,0.291306271,73
2009,Developing,288,7.11,9.165614959,17.7,7.2,97,2.8,539.1538211,9977446,0.447,10.2,0.981545489,61
2010,Developing,191,2.36,469.3904193,52.8,6.91,89,0.3,3474.392445,6164626,0.662,12.9,0.610248414,72
2011,Developing,113,6.56,666.7374371,59.7,6.92,95,0.1,7318.742449,6279,0.792,15.1,0.017821605,75.4
2004,Developing,151,4.27,356.9393805,48.1,4.56,86,0.4,2448.143899,27273194,0.685,12.8,0.177426259,72.2
2002,Developing,186,11.15,562.3601848,28.1,4.21,99,0.1,8331.261997,83723,0.712,12.1,0.705251611,72.1
2010,Developing,222,14.44,8.49409518,59.3,5.55,98,0.1,63.38877,949583,0.78,15.5,0.179860593,73
2013,Developing,256,0.53,229.4410095,33.8,9.14,82,2.1,1622.637974,896688,0.464,6.3,0.816233261,62.7
2010,Developing,187,0.08,190.5453646,22.9,2.74,81,0.3,3113.48635,242524123,0.656,12.1,0.188436004,68.1
2008,Developing,157,6.14,34.73924576,44.9,7.6,89,0.1,359.992184,647117,0.654,11.9,0.600808581,72.7
2013,Developing,28,0.01,8.88028118,29.4,3.63,8,1.1,145.57838,394617,0.501,8.2,0.91669894,62.7
2012,Developing,439,0.01,7.344808214,21.2,3.62,47,5.1,486.41114,449416,0.366,7.1,0.218484533,53
2007,Developing,89,12.2,64.73714894,58.6,1.45,98,0.1,416.58397,6416229,0.873,16.1,0.062813227,89
2003,Developed,83,12.09,3205.019918,59.3,7.99,98,0.1,21495.7741,42187645,0.83,15.6,0.497108849,79.4
2004,Developing,224,5.78,9.013493879,22.8,9.94,96,1.6,693.345683,151969,0.509,9.8,0.930903878,63.8
2006,Developing,388,1.76,52.60385429,16.9,4.24,8,10.3,697.66385,37525,0.483,9.7,0.367399063,55.3
2002,Developing,22,1.08,156.2847968,39.6,6.9,78,0.1,784.9562874,435262,0.446,7.3,0.228048825,66.5
2006,Developing,133,0.58,127.7632005,49.9,5.23,97,0.1,2191.478567,3869346,0.575,10,0.5389302,71
2008,Developing,289,0.49,171.7686449,31.3,8.5,89,3.3,1214.77118,822934,0.427,5,0.324324976,62
2008,Developing,81,1.76,1077.712092,2.3,9.3,98,0.1,5828.621374,362,0.641,11.8,0.138652363,75.9
2011,Developing,116,0.43,68.86623298,62.4,8.39,98,0.1,387.324145,7574943,0.737,13.1,0.082208836,73.6
2014,Developing,181,2.52,665.7260253,55.4,6.77,94,0.2,3988.771871,6281189,0.676,13.2,0.272010496,73.3
2002,Developed,178,9.62,37.82275031,52.4,4.57,98,0.1,2124.873613,2173496,0.714,12,0.782570922,77
2005,Developing,4,5.03,73.03276195,23.3,4.75,8,7.4,952.1872484,1742795,0.456,8.3,0.727369996,52.8
2008,Developed,199,11.84,253.4022338,58.1,6.63,94,0.1,16348.53121,2177322,0.819,16.3,0.615748925,71.9
2008,Developing,177,0.03,5.447133608,2.6,3.26,62,0.1,139.31288,16364463,0.513,7.3,0.150881996,64.6
2005,Developing,128,4.7,9.444875415,48.6,8.6,82,0.1,153.57521,419,0.703,12.2,0.347410779,73.9
2013,Developing,253,5.68,4.989712322,47.7,8.1,68,0.5,81.265673,1431776,0.483,9.1,0.776893302,62.7
2013,Developing,12,5.23,150.408875,62.1,6.3,83,0.1,1298.86766,122535969,0.753,12.9,0.870559238,76.6
2004,Developed,143,9.19,648.0743453,55,6.19,99,0.1,6681.178818,38182222,0.8,15.5,0.396852832,74.9
2013,Developing,9,4.12,75.61062911,54.7,9.46,89,0.1,535.86555,364999,0.735,14.2,0.29600065,77
2006,Developing,153,3.52,40.22855669,7.3,4.68,39,0.1,287.963899,18194,0.677,12.7,0.491525099,72
2013,Developing,158,0.01,3.379874844,16.6,1.29,82,0.1,117.765674,1184366,0.62,12.5,0.354455168,67.7
2006,Developed,66,10.31,6187.062017,62,8.49,92,0.1,36118.28381,26979,0.915,20.3,0.584668988,81.2
2009,Developing,12,1.4,585.6307861,55.6,6.18,99,0.1,4129.977335,1521834,0.706,14.4,0.109138479,74.7
2012,Developing,241,1.84,86.82551124,16.4,5.77,69,1.2,468.567249,92444183,0.422,8.4,0.424843034,63.3
2010,Developing,188,1.1,29.5207994,46.4,7.47,9,0.1,1272.44825,52779,0.492,9.3,0.830144918,68.3
